Brand,Model,Price,0-100 Km/h,4 roues directrices,ABS,Accoudoirs,Affichage tête haute,Aide au démarrage en côte,Aide au maintien dans la voie,Aide au stationnement,Aileron arrière,Airbags,Alarme antivol,Alerte de circulation transversale,Alerte de franchissement de ligne,Alimentation électrique,Allumage automatique des feux,Anti-démarrage électronique,Anti-patinage,Antibrouillards,Appuis têtes arrières,Arceau de benne,Assistance au freinage,Assistant de feux de route,Autonomie électrique (NEDC),Autonomie électrique (WLTP),Autoradio,Baguettes extérieures d'encadrement des vitres,Barre stabilisatrice,Barres de toit,Batterie,Boule d'attelage,Boulons de roues protégés,Bouton Start & Stop,Boîte,Boîte à gants réfrigérée,Calandre,Caméra d'angle mort,Capot moteur actif,Carrosserie,Carte mains libres,Charge utile,Ciel de pavillon,Climatisation,Cloison entre cabine et compartiment arrière,Clé intelligente,Coffre à bagages,Conduite autonome,Connectivité,Consommation extra-urbaine,Consommation mixte,Consommation urbaine,Consommation électrique (WLTP),Contrôle adaptatif de la charge,Contrôle de pression des pneus,Contrôle de stabilité anti-retournement,Contrôle du roulis de la remorque,Couple,Couple électrique,Cylindrée,DSC,Différentiel autobloquant,Direction assistée,Disponibilité,Dynamic Response,Détecteur de fatigue,Détecteur de pluie,Détection des piétons,Ecran central,Eléments extérieurs couleur carrosserie,Emissions de CO2,Energie,Fermeture assistée des portes,Fermeture centralisée,Feux à LED,Finition intérieure,Fixations ISOFIX,Frein de stationnement,Freinage,Garantie,Hauteur,Instrumentation digitale,Jantes,Kit carrosserie,Kit fumeurs,Kit rangement,Kit sécurité,Kit éclairage,Largeur,Lave Phares,Limiteur de vitesse,Longueur,Lumières d'ambiance,Marchepieds latéraux,Modes de conduite,Navigation,Nombre de cylindres,Nombre de moteurs électriques,Nombre de places,Nombre de portes,Nombre de rapports,Ordinateur de bord,Pack Sport Chrono,Pack aérodynamique M,Peinture,Phares,Pneumatiques runflat,Poignées de portes,Pommeau de levier de vitesse,Porte bagages,Préparation pour téléphone,Puissance (ch.din),Puissance avec overboost (ch.din),Puissance fiscale,Puissance thermique (ch.din),Puissance électrique,Pédaliers,Reconnaissance des panneaux,Rideau de benne,Régulateur de vitesse,Rétroviseur intérieur,Rétroviseurs extérieurs,Sellerie,Seuils de portes,Sièges,Sièges réglables en hauteur,Sorties d’échappement,Spoiler arrière,Stores pare-soleil,Surface de chargement,Surveillance d’angle mort,Suspension,Système Start & Stop,Système de descente en côte,Système de récupération d'énergie,Tableau de bord,Tapis de sol,Temps de recharge normale,Temps de recharge rapide,Terrain Response,Toit,Train roulant,Transmission,Version pays chauds,Vitesse maxi,Vitres,Vitres électriques,Voiture populaire,Volant,Volant réglable,Volume du coffre,Volume du coffre avant,Volume du coffre maximal,Volume utile
mg,zs 1.5-l-luxury-cvt#specs,86 950DTTTC,12.2s,,,Avant,,,,Radar de recul | Caméra de recul,,Frontaux | Latéraux,,,,,,,ESP,,3,,EBD,,,,6 haut-parleurs | Commandes au volant,Chrome,,Aluminium,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique | Ventilation arrière,,Accès mains libres,,,2 USB | Android Auto | Apple Carplay | Bluetooth,,7.8L/100 km,,,,,,,141nm4500tr/min,,1498CM³,,,Électrique,Disponible,,,,,Tactile | 10.1 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,5 ans,1653mm,,En aluminium | 17'',,,,,,1809mm,,,4323mm,,,,,4,,5,5,8,,,,,,,,,,,115CH,,7CV,,,,,,,,Électriques | Rabattables,Similicuir,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,175KM/H,,Avant/Arrière,,Cuir,En hauteur,483L,,1187L,
mg,zs 1.3-t-trophy-bva#specs,95 950DTTTC,10s,,,Avant,,,,Radar de recul | Système de caméras 360,,Frontaux | Latéraux | Rideaux,,,,,,,ESP,,3,,EBD,,,,6 haut-parleurs | Commandes au volant,Chrome,,Aluminium,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique | Ventilation arrière,,Accès mains libres,,,2 USB | Android Auto | Apple Carplay | Bluetooth,,7.3L/100 km,,,,,,,230nm1800tr/min,,1349CM³,,,Électrique,Disponible,,,,,Tactile | 10.1 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,5 ans,1653mm,,En aluminium | 17'',,,,,,1809mm,,,4323mm,,,,,3,,5,5,6,,,,,,,,,,,160CH,,9CV,,,,,,,,Électriques | Rabattables,Similicuir,,Conducteur à réglage électrique | Chauffants,Conducteur,,,,,,,,,,,,,,,Ouvrant | Panoramique,,Traction,,175KM/H,,Avant/Arrière,,Cuir,En hauteur,483L,,1187L,
mg,4 64-kwh-luxuryplus,99 950DTTTC,7.9s,,,,,Autohold,,Radar de recul | Système de caméras 360 | Détection du trafic en marche arrière,,Frontaux | Latéraux,,,,Chargeur inversé (V2L),,,ESP,,,,AFU | EBA |  Freinage automatique anti-collision | Alerte Risque Colision,,,435km,,,,,64kWh,,,Démarrage mains libres,,,,,,Berline,,,,Automatique | Ventilation arrière,,Accès mains libres,,,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,,,16.6kWh/100 km,,,,,250nm0tr/min,,,,,Électrique,Disponible,,,,,Tactile | 10 pouces,,,Electrique,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,7 ans ou 150.000 km,1516mm,7 pouces,En aluminium | 18'',,,,,,1836mm,,,4287mm,,,,,,1,5,5,,,,,,LED,,,,,,205CH,,5CV,,,,Avec régulation de la vitesse,,Adaptatif,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Similicuir,,Électriques | Chauffants | Ventilés,Conducteur et passager,,,,,BSD,,,HDC,,,,6heures,26minutes,,,,Propulsion,,160KM/H,Lunette et vitres arrières sur-teintées,Avant/Arrière,,Cuir | Multi-fonctions,En hauteur et en profondeur,350L,,1165L,
mg,one 1.5-l-bva,103 950DTTTC,8.8s,,,Avant | Arrière,,Autohold,,Radar de recul | Système de caméras 360,,Frontaux | Latéraux | Rideaux,,,,,,,,,3,,EBD,,,,6 haut-parleurs | Commandes au volant,Chrome,,,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique | Bizone,,Accès mains libres | Démarrage à distance,,,Android Auto | 4 USB | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,6.3L/100 km,,,,,,,285nm1500tr/min,,1490CM³,,,,Disponible,,,,,Tactile | 12.3 pouces,,,Essence,,À distance,Feux de jour | Avant,,,Éléctrique,,5 ans ou 100000 km,1617mm,7 pouces,En aluminium | 19'',,,,,,1871mm,,,4581mm,,,Normal | Sport | Eco,,4,,5,5,8,,,,,Full LED,,,,,,180CH,,10CV,,,,,,Adaptatif,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Cuir,,Électriques,Conducteur,,,,,,,,,,,,,,,Ouvrant | Panoramique,,Traction,,190KM/H,,Avant/Arrière,,Cuir | Multi-fonctions,En hauteur,336L,,1120L,
mg,rx5 1.5-l-bva,113 950DTTTC,9.4s,,,Avant | Arrière,,Autohold,,Radar de recul | Radar avant | Système de caméras 360,,Frontaux | Latéraux | Rideaux,,,,,,,ESP | TCS,,3,,EBD,,,,6 haut-parleurs | Commandes au volant,Noir Brillant,Avant,Noires,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique | Bizone,,Accès mains libres,Ouverture et fermeture motorisée,,USB | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,6.2L/100 km,7.9L/100 km,8.8L/100 km,,,,ARP,,275nm1500tr/min,,1490CM³,,,Électrique,Disponible,,,,,Tactile | 14 pouces,,,Essence,,À distance,Feux de jour | Avant,,,Éléctrique,,5 ans ou 100000 km,1719mm,12.3'',En aluminium | 19'',,,,,,1855mm,,,4571mm,,,Normal | Sport | Eco,,4,,5,5,7,,,,,Full LED,,,,,,180CH,,10CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Cuir,,Électriques | Réglage lombaire,Conducteur,,,,,,,,HDC,,,,,,,Ouvrant | Panoramique,,Traction,,190KM/H,Teintées,Avant/Arrière,,Cuir | Multi-fonctions,En hauteur et en profondeur,430L,,1639L,
mg,ezs electrique-my2023,116 950DTTTC,8.6s,,,,,,,Radar de recul | Système de caméras 360,,Frontaux | Latéraux | Rideaux,,,,,,,ESP,,,,AFU | EBA,,,320km,6 haut-parleurs,,,Aluminium,50.3kWh,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique | Ventilation arrière,,Accès mains libres,,,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,,,17.3kWh/100 km,,,,,280nm0tr/min,,,,,Électrique,Sur commande,,,,,Tactile | 10.1 pouces,,,Electrique,,À distance,Feux de jour,,,Éléctrique,,7 ans ou 150.000 km,1649mm,7 pouces,En aluminium | 17'',,,,,,1809mm,,,4323mm,,,,,,1,5,5,,,,,,,,,,,,177CH,,9CV,,,,,,Adaptatif,,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Similicuir,,Conducteur à réglage électrique | Chauffants,Conducteur et passager,,,,,,,,,,,,6heures,40minutes,,Ouvrant | Panoramique,,Traction,,175KM/H,,Avant/Arrière,,Cuir | Multi-fonctions,En hauteur,448L,,1166L,
mg,ehs 1.5-phev-trophy,144 950DTTTC,6.9s,,,Avant | Réfrigéré | Arrière,,,,Radar de recul | Radar avant | Système de caméras 360,,Frontaux | Latéraux | Rideaux,,,,,,,ESP,,3,,EBD,,,52km,6 haut-parleurs | Commandes au volant,Chrome,,Argent,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique | Bizone | Ventilation arrière,,Accès mains libres,Ouverture et fermeture motorisée,,Android Auto | 4 USB | Apple Carplay | Bluetooth,,1.8L/100 km,,,,TPMS,,,370nm1700tr/min,,1490CM³,,,Électrique,Disponible,,,,,Tactile | 10.1 pouces,,,Essence | Hybride rechargeable,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,5 ans,1664mm,12.3'',En aluminium | 18'',,,,,,1876mm,,,4574mm,LED,,Normal | Sport | Eco,,4,,5,5,7,,,,,Full LED,,,,,,258CH,,9CV,,123CH,,,,,,Électriques | Rabattables | Dégivrants,Cuir,,Électriques | Chauffants | Réglage lombaire | Sport,Conducteur,,,,,,,,,,,,,,,Panoramique,,Traction,,190KM/H,,Avant/Arrière,,Cuir | Multi-fonctions,En hauteur et en profondeur,463L,,,
mg,marvel-r 70-kwh-luxuryplus,149 950DTTTC,7.9s,,,,,Autohold,,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière,,Frontaux | Latéraux | Rideaux,,,,Chargeur inversé (V2L),,,ESP,,,,AFU | EBA |  Freinage automatique anti-collision | Alerte Risque Colision,,,400km,8 haut-parleurs,,,,70kWh,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique | Bizone | Ventilation arrière,,Accès mains libres,Ouverture et fermeture motorisée,,USB-C | Android Auto | 4 USB | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,,,19.4kWh/100 km,,,,,410nm0tr/min,,,,,Électrique,Disponible,,,,,Tactile | 19.4 pouces,,,Electrique,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,7 ans ou 150.000 km,1618mm,12.3'',En aluminium | 18'',,,,,,1919mm,,,4674mm,,,,,,2,5,5,2,,,,,LED,,Chromées | Affleurantes,,,,180CH,,5CV,,,,Avec régulation de la vitesse,,Adaptatif,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Mémoire de position | Avec clignotants intégrés,Cuir,,Électriques | Chauffants | Ventilés | Fonction mémoire,Conducteur et passager,,,,,BSD,,,HDC,,,,8heures,43minutes,,Ouvrant | Panoramique,,Propulsion,,200KM/H,Lunette et vitres arrières sur-teintées,Avant/Arrière,,Cuir | Multi-fonctions,En hauteur et en profondeur,357L,150L,1396L,
mg,rx8 2.0-t-lux,174 950DTTTC,9.1s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Système de caméras 360,,Frontaux | Latéraux | Rideaux,,,,2 prises 12 V | 220 V,,,TCS | SCS,LED,,,EBA,,,,8 haut-parleurs,Chrome,,,,,,Démarrage mains libres,Automatique,,Chromée,,,SUV,,,,Automatique | Bizone | Ventilation arrière,,Accès mains libres,Ouverture et fermeture motorisée,,3 USB | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,11.8L/100 km,,,,TPMS,,,360nm4000tr/min,,1995CM³,,,,Disponible,,,,,Tactile | 10.1 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,Effet bois,,Éléctrique | EPB,,5 ans,1810mm,,En aluminium | 20'',,,,,,1930mm,,,4923mm,,,Confort | Sport | Eco,,4,,7,5,6,Ecran TFT 7'',,,,,,,Cuir,,,220CH,,16CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Cuir perforé,,Électriques | Chauffants | Ventilés | Réglage lombaire | Fonction mémoire,Conducteur et passager,,,,,,,,HDC,,,,,,,Ouvrant | Panoramique,,Intégrale,,180KM/H,,Avant/Arrière,,Cuir | Multi-fonctions | Avec palettes,En hauteur et en profondeur,,,,
mini,3-portes 1.5-l-john-cooper-works,198 900DTTTC,10.3s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,,Frontaux | Latéraux | Rideaux,,,,,,,,,,,,,,,Commandes au volant | Radio numérique DAB,,,,,,,Démarrage mains libres,Automatique,,,,,Citadine,,,Anthracite,Automatique | Bizone,,Accès mains libres,Ouverture et fermeture motorisée | Cache Bagages,,USB-C | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,5.5L/100 km,,,,,,,240nm1400tr/min,,1499CM³,,,,Sur commande,,,,,Tactile,,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,Sport John Cooper Works,2 ans,1414mm,,En aluminium | 18'' | Bi-ton,John Cooper Works,,,Triangle de présignalisation | Trousse de premiers secours,,1727mm,,,3863mm,,,,,3,,5,3,6,,,,,Full LED,,,,,,156CH,,9CV,,,,,,Driving Assistant Plus,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Tissu,,Chauffants | Sport | Baquets,Conducteur et passager,,,,,,Adaptative,,,,,Velours,,,,Ouvrant | Panoramique | En verre,,Traction,,193KM/H,Calorifuges,Avant,,Cuir | Chauffant | Multi-fonctions | Sport,En hauteur et en profondeur,211L,,,
mini,countryman 1.5-l-bva-classic#specs,159 000DTTTC,8.3s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Latéraux | Rideaux,,,,,,,ESP,,,,,,,,Commandes au volant,,,,,,,,Automatique,,,,,SUV,,,,Automatique,,Accès mains libres,Ouverture et fermeture motorisée,,USB | Apple Carplay | AUX | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,5.2L/100 km,5.9L/100 km,7.1L/100 km,,,,,,240nm1400tr/min,,1499CM³,,,,Disponible,,,,,Tactile,,,Essence,,À distance,,Classic,,Éléctrique,,5 ans (2+3),1656mm,,En aluminium | 17'',,,,Triangle de présignalisation,,2069mm,,,4433mm,,,,,3,,5,5,7,,,,,LED,,,,,,156CH,,9CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Tissu,,,Conducteur et passager,,,,,,,,,,,,,,,,,Traction,,212KM/H,Calorifuges,Avant/Arrière,,Cuir | Multi-fonctions | Sport,En hauteur et en profondeur,450L,,,
mini,countryman 1.5-l-bva-favoured#specs,195 900DTTTC,8.3s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Latéraux | Rideaux,,,,,,,ESP,,,,Freinage automatique anti-collision | Alerte Risque Colision,,,,Harman/Kardon | Commandes au volant,,,,,,,,Automatique,,,,,SUV,,,Anthracite,Automatique,,Accès mains libres,Ouverture et fermeture motorisée,,USB | Apple Carplay | AUX | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,5.2L/100 km,5.9L/100 km,7.1L/100 km,,,,,,240nm1400tr/min,,1499CM³,,,,Disponible,,,,,Tactile,,,Essence,,À distance,,Favoured,,Éléctrique,,5 ans (2+3),1656mm,,En aluminium | 19'' | Bi-ton,,,,Triangle de présignalisation,,2069mm,,,4433mm,,,,,3,,5,5,7,,,,,LED,,,,,,156CH,,9CV,,,,,,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Tissu,,Électriques | Fonction mémoire | Sport,Conducteur et passager,,,,,,,,,,,,,,,Ouvrant | En verre,,Traction,,212KM/H,Calorifuges,Avant/Arrière,,Cuir | Chauffant | Multi-fonctions | Sport,En hauteur et en profondeur,450L,,,
mini,countryman 1.5-l-bva-john-cooper-works#specs,215 000DTTTC,8.3s,,,Avant,,,,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,,Frontaux | Latéraux | Rideaux,,,,,,,ESP,,,,Freinage automatique anti-collision | Alerte Risque Colision,,,,Harman/Kardon | Commandes au volant | Radio numérique DAB,,,,,,,,Automatique,,,,,SUV,,,Anthracite,Automatique | Bizone,,Accès mains libres,Ouverture et fermeture motorisée | Cache Bagages,,USB | Apple Carplay | AUX | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,5.2L/100 km,5.9L/100 km,7.1L/100 km,,,,,,240nm1400tr/min,,1499CM³,,,,Disponible,,,,,Tactile,,,Essence,,À distance,,,,Éléctrique,Sport John Cooper Works,5 ans (2+3),1656mm,,En aluminium | 20'' | Bi-ton,John Cooper Works,,,Triangle de présignalisation | Trousse de premiers secours,,2069mm,,,4433mm,,,,,3,,5,5,7,,,,,LED,,,,,,156CH,,9CV,,,,,,Driving Assistant Plus,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Similicuir,,Électriques | Chauffants | Fonction mémoire | Sport | Baquets,Conducteur et passager,,,,,,Adaptative,,,,,,,,,Ouvrant | Panoramique | En verre,,Traction,,212KM/H,Calorifuges,Avant/Arrière,,Cuir | Chauffant | Multi-fonctions | Sport,En hauteur et en profondeur,450L,,,
mitsubishi,attrage-populaire 1.2-l-glx-bvm-populaire,34 662DTTTC,12.5s,,,,,,,,,Frontaux,,,,1 prise 12 V,,,,,,,,,,,2 haut-parleurs,,,,,,,,Manuelle,,,,,Berline,,,,Manuelle,,,,,USB | Bluetooth,N.C,4.4L/100 km,N.C,,,,,,100nm4000tr/min,,1193CM³,,,Électrique,Sous réserve d'acceptation du dossier par le ministère du commerce,,,,,Tactile | 7 pouces,,,Essence,,À distance,,,,,,3 ans,1515mm,,En aluminium | 15'',,,,,,1670mm,,,4245mm,,,,,3,,5,4,5,,,,,,,,,,,78CH,,4CV,,,,,,,,Électriques,Tissu,,,,,,,,,,,,,,,,,,,,Traction,,174KM/H,,Avant/Arrière,,3 branches | Multi-fonctions,En hauteur,450L,,,
mitsubishi,eclipse-cross 1.5-t-mivec-cvt,107 000DTTTC,9.7s,,,Avant,,,,Radar de recul | Caméra de recul,,Frontaux | Latéraux,,,,1 prise 12 V,,,,,,,Freinage automatique anti-collision,,,,4 haut-parleurs | Commandes au volant,Chrome,,Noires,,,,,Automatique,,,,,SUV,,,,Automatique,,,Cache Bagages,,USB | AUX | Bluetooth,7.1L/100 km,6.6L/100 km,7.9L/100 km,,,,,,250nm2400tr/min,,1499CM³,,,Électrique,Indisponible,,,,,Tactile,,,Essence,,À distance,,,,,,3 ans ou 100.000 KM,1674mm,,En aluminium | 18'',,,,,,1805mm,,,4405mm,,,,,4,,5,5,,,,,,,,,,,,150CH,,8CV,,,,,,,Anti-éblouissement,Électriques | Avec clignotants intégrés,Tissu,,,,Chromées,,,,,,,,,,,,,,,,Traction,,200KM/H,,Avant/Arrière,,,En hauteur,378L,,,
mitsubishi,asx 2.0-l-bva,131 700DTTTC,11.4s,,,Avant | Arrière,,,,Radar de recul | Caméra de recul,,Frontaux | Latéraux,,,,,,,ESP,,,,EBA,,,,7 haut-parleurs | Commandes au volant,Chrome,,,,,,,Automatique,,Chromée,,,SUV,,,,Automatique,,Accès mains libres,,,USB | Bluetooth,6.4L/100 km,7.6L/100 km,8.9L/100 km,,,,,,197nm4200tr/min,,1998CM³,,,,Indisponible,,,,,Tactile,,,Essence,,À distance,Feux de jour | Avant,,,,,3 ans,1620mm,,En aluminium | 17'',,,,,,1770mm,,,4300mm,,,,,4,,5,5,6,,,,,,,,,,,150CH,,9CV,,,,,,,,Électriques | Rabattables | Dégivrants,Cuir,,Électriques | Chauffants,,Chromées,,,,,,,,,,,,,,Panoramique,,Intégrale,,183KM/H,,Avant/Arrière,,Multi-fonctions,En hauteur et en profondeur,442L,,,
mitsubishi,l200-double-cabine 2.5-l-did,155 000DTTTC,15s,,,Avant,,,,,,Frontaux,,,,,,,,,,,EBD,,,,2 haut-parleurs,,,,,,,,Manuelle,,,,,Pick up,,1000KG,,Manuelle,,,,,USB,,8.3L/100 km,,,,,,,200nm3500tr/min,,2477CM³,,,Électrique,Disponible,,,,,,,,Diesel,,À distance,,,,,,3 ans ou 100.000 KM,1775mm,,En aluminium | 16'',,,,,,1815mm,,,5220mm,,,,,4,,5,4,5,,,,,,,,,,,110CH,,8CV,,,,,,,,,Tissu,,,,,,,,,,,,,,,,,,,,Intégrale,,167KM/H,,Avant/Arrière,,,En hauteur,,,,
mitsubishi,pajero 2.8-l,196 500DTTTC,16.8s,,,,,,,,,Frontaux,,,,,,,ESP,,,,AFU | EBD,,,,,,,,,,,,Manuelle,,,,,SUV,,,,Manuelle,,,,,,10.7L/100 km,12.5L/100 km,15.5L/100 km,,,,,,292nm2000tr/min,,2835CM³,,,,3 mois | Indisponible,,,,,,,,Diesel,,À distance,,,,,,3 ans,1870mm,,17'',,,,,,1875mm,,,4900mm,,,,,4,,7,5,5,,,,,,,,,,,125CH,,11CV,,,,,,,,,Tissu,,,,,,,,,,,,,,,,,,,,Intégrale,,150KM/H,Teintées,Avant,,,En hauteur et en profondeur,663L,,,
mitsubishi,pajero-sport 2.4-l-did-business#specs,243 567DTTTC,11.4s,,,Avant | Arrière,,,,,,Frontaux,,,,,,,,,,,AFU | EBD,,,,6 haut-parleurs,,,Chromées,,,,,Manuelle,,,,,SUV,,,,Automatique | Bizone,,,,,USB | Bluetooth,,7.4L/100 km,,,,,,,430nm3500tr/min,,2442CM³,,,,3 mois | Indisponible,,,,,,,,Diesel,,À distance,,,,,,3 ans,1800mm,,17'',,,,,,1815mm,,,4825mm,,Chromés,,,4,,7,5,5,,,,,,,,,,,181CH,,11CV,,,,,,,,Électriques | Chromés,Tissu,,,,,,,,,,,,,,,,,,,,Intégrale,,182KM/H,Teintées,Avant/Arrière,,Multi-fonctions,En hauteur et en profondeur,971L,,,
mitsubishi,pajero-sport 2.4-l-did-bva-premium#specs,267 770DTTTC,11.4s,,,Avant | Arrière,,,,Radar de recul | Caméra de recul,,Frontaux,,,,,,,,,,,AFU | EBD,,,,10 haut-parleurs,,,Chromées,,,,,Automatique,,,,,SUV,,,,Automatique | Bizone,,,,,USB | Bluetooth,,7.4L/100 km,,,,,,,430nm3500tr/min,,2442CM³,,,,3 mois | Indisponible,,,,,,,,Diesel,,À distance,,,,,,3 ans,1800mm,,En aluminium | 18'',,,,,,1815mm,,,4825mm,,Chromés,,,4,,7,5,,,,,,,,,,,,181CH,,11CV,,,,,,,,Électriques | Chromés,Cuir,,,,,,,,,,,,,,,,,,Ouvrant | Panoramique,,Intégrale,,182KM/H,Teintées,Avant/Arrière,,Multi-fonctions,En hauteur et en profondeur,971L,,,
nissan,juke 1.0-l-dig-t-tekna#specs,87 500DTTTC,10.4s,,,Avant,,Autohold,,Radar de recul | Caméra de recul,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,ESP,LED,3,,AFU | EBD | NBAS,,,,6 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Manuelle,,,,,SUV,,,,Automatique,,Accès mains libres,,,USB | Android Auto | Apple Carplay | AUX | Bluetooth | Commande vocale,4.5L/100 km,5L/100 km,5.9L/100 km,,,,,,200nm1750tr/min,,999CM³,,,Électrique,Disponible,,,,,Tactile | 8 pouces,Poignées de portes | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,2 ans,1595mm,,En aluminium | 19'',,,,,,1800mm,,,4210mm,,,Normal | Sport | Eco,,3,,5,5,6,Ecran TFT 4.2'',,,Métallisée,LED,,,Cuir,,,117CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Tissu,,Avec Appuie-tête intégrés | Monoform Style,Conducteur,,,,,,,,,,Similicuir,,,,,,,Traction,,180KM/H,Lunette et vitres arrières sur-teintées,Avant/Arrière,,Cuir | Multi-fonctions | à méplat,En hauteur et en profondeur,422L,,,
nissan,juke 1.0-l-dig-t-dct-tekna-high#specs,94 500DTTTC,10.4s,,,Avant,,Autohold,,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,ESP,LED,3,,AFU | EBD | NBAS,,,,6 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique,,Accès mains libres,,,USB | Android Auto | Apple Carplay | AUX | Bluetooth | Commande vocale,4.5L/100 km,5L/100 km,5.9L/100 km,,,,,,200nm1750tr/min,,999CM³,,,Électrique,Disponible,,,,,Tactile | 8 pouces,Poignées de portes | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,2 ans,1595mm,,En aluminium | 19'' | Bi-ton,,,,,,1800mm,,,4210mm,,,Normal | Sport | Eco,,3,,5,5,7,Ecran TFT 4.2'',,,Métallisée,LED,,,Cuir,,,117CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,TEP,,Avec Appuie-tête intégrés | Monoform Style,Conducteur,,,,,,,,,,TEP,,,,,,,Traction,,180KM/H,Lunette et vitres arrières sur-teintées,Avant/Arrière,,Cuir | Multi-fonctions | à méplat | Avec palettes,En hauteur et en profondeur,422L,,,
nissan,juke 1.0-l-dig-t-dct-tekna-perso#specs,95 500DTTTC,10.4s,,,Avant,,Autohold,,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,ESP,LED,3,,AFU | EBD | NBAS,,,,6 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique,,Accès mains libres,,,USB | Android Auto | Apple Carplay | AUX | Bluetooth | Commande vocale,4.5L/100 km,5L/100 km,5.9L/100 km,,,,,,200nm1750tr/min,,999CM³,,,Électrique,Disponible,,,,,Tactile | 8 pouces,Poignées de portes | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,2 ans,1595mm,,En aluminium | 19'' | Bi-ton,,,,,,1800mm,,,4210mm,,,Normal | Sport | Eco,,3,,5,5,7,Ecran TFT 4.2'',,,Métallisée,LED,,,Cuir,,,117CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Cuir/Alcantara,,Avec Appuie-tête intégrés | Monoform Style,Conducteur,,,,,,,,,,Cuir | TEP,,,,,,,Traction,,180KM/H,Lunette et vitres arrières sur-teintées,Avant/Arrière,,Cuir | Multi-fonctions | à méplat | Avec palettes,En hauteur et en profondeur,422L,,,
